dt	item_third_cate_name	item_sku_id	gmv	cost_tax	income	grossfit	gross_sales	rebate_amunt_notax	adv_amount	store_fee	deliver_fee	net_profit
2016-04	饮料	1088262	37882.80000000005	42116.81779999999	31231.379455658098	2750.0922000000564	150.70299595857614	5969.324786324786	0.0	447.2901672471373	6415.495255907048	-8773.495522901918
2016-04	饮料	1088266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06497141526942254
2016-04	饮料	1088267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09745712290413379
2016-04	饮料	1088268	133161.1800000011	119153.75509999951	112828.79361712853	34088.244900001584	26596.96245398405	17163.09401709402	0.0	4749.793068274611	37354.72785723052	-25441.850242920264
2016-04	饮料	1088269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2688734755426525
2016-04	饮料	1089567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1089568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1089570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1089571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1089572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.023497893169748908
2016-04	饮料	1093179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03248570763471127
2016-04	饮料	1093181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1093183	322212.07029999833	366251.6271999983	273507.0745818464	59965.23310000003	47166.20393838373	88892.9829059829	0.0	33822.68785294639	89993.87633546013	-105710.29760237523
2016-04	饮料	1093185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.041473522099673636
2016-04	饮料	1093186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.6083664668203246
2016-04	饮料	1093188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.28338355424743894
2016-04	饮料	1093249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1094936	0.0	0.0	0.0	0.0	32.03572674590202	0.0	0.0	0.0	0.0	31.631388175580696
2016-04	饮料	1094937	0.0	0.0	0.0	0.0	19.481557183957374	0.0	0.0	0.0	0.0	18.71781911563954
2016-04	饮料	1094938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06497141526942256
2016-04	饮料	1094941	0.0	0.0	0.0	0.0	46.12249562519175	0.0	0.0	0.0	0.0	45.68913689746086
2016-04	饮料	1094942	0.0	0.0	0.0	0.0	323.4364833273951	0.0	0.0	0.0	0.0	322.5497335289887
2016-04	饮料	1094943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1299428305388451
2016-04	饮料	1094944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12095501607388269
2016-04	饮料	1097883	0.0	0.0	0.0	0.0	-0.30865492865250244	0.0	0.0	0.0	0.0	-0.30865492865250244
2016-04	饮料	1097884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1097885	0.0	0.0	0.0	0.0	5.164968559350953E-4	0.0	0.0	0.0	0.0	-0.45428341003002276
2016-04	饮料	1097886	0.0	0.0	0.0	0.0	-2.032187873755664	0.0	0.0	0.0	0.0	-3.0723783958706594
2016-04	饮料	1097887	0.0	0.0	0.0	0.0	13.876549778234045	0.0	0.0	0.0	0.0	13.811578362964623
2016-04	饮料	1097890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1097892	0.0	0.0	0.0	0.0	29.756156142591067	0.0	0.0	0.22827118490390388	0.0	28.91048407722544
2016-04	饮料	1097893	0.0	0.0	0.0	0.0	139.68378627797844	0.0	0.0	0.0	0.0	139.08799901207396
2016-04	饮料	1097894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1097895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1097896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1097902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
